Files,Shortnames,Dates,RA,DEC,model,instrument,teff,logg,z,enrich,stat,scale,radius
spex_prism_2217-3552_161024.fits,J2217-3552,161024, 22:17:37.02,-35:52:30.9,drift,SPEX-PRISM,3000.0,3.5,-0.6,,1749.275177415609,1.0543905550395022e-20,0.04554380332313171
spex_prism_2217-3552_161024.fits,J2217-3552,161024, 22:17:37.02,-35:52:30.9,dusty01,SPEX-PRISM,3000.0,4.0,-0.0,,1562.4436986406395,1.0907518461589896e-20,0.04632244989441569
spex_prism_2217-3552_161024.fits,J2217-3552,161024, 22:17:37.02,-35:52:30.9,madhusudhan11,SPEX-PRISM,1700.0,4.0,0.5,,9000.221318264614,1.0174146682710278e-19,0.14147429524963875
spex_prism_2217-3552_161024.fits,J2217-3552,161024, 22:17:37.02,-35:52:30.9,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,17856.46285536871,2.3858142841375246e-19,0.21664409648161428
spex_prism_2217-3552_161024.fits,J2217-3552,161024, 22:17:37.02,-35:52:30.9,morley14,SPEX-PRISM,450.0,5.0,-0.0,,37272.56187432328,3.70424880230483e-17,2.6994706901672814
spex_prism_2217-3552_161024.fits,J2217-3552,161024, 22:17:37.02,-35:52:30.9,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,17117.53006926472,1.3459666450571584e-19,0.16272178162704007
spex_prism_2217-3552_161024.fits,J2217-3552,161024, 22:17:37.02,-35:52:30.9,sonora18,SPEX-PRISM,2400.0,3.23,-0.0,,5276.39496055024,2.5195236100008964e-20,0.07040244760785766
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,btcond,SPEX-PRISM,3200.0,2.0,0.5,0.0,9119.017552794676,9.078624171525755e-21,0.04226088240296447
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,btnextgen,SPEX-PRISM,3200.0,2.0,0.5,0.0,8333.857332295393,9.08710216690096e-21,0.04228061027978186
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,btsettl08,SPEX-PRISM,2300.0,5.0,0.5,0.0,10143.850993342166,3.345608858671028e-20,0.0811271322740762
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,btsettl15,SPEX-PRISM,3200.0,2.5,-0.0,,24538.056733187343,8.952107852796101e-21,0.04196538335631502
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,burrows06,SPEX-PRISM,2000.0,4.5,-0.5,,23631.315179910398,5.726709721179531e-20,0.10614049942925094
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,cond01,SPEX-PRISM,3300.0,2.5,-0.0,,38141.49462500019,7.643849515535319e-21,0.038777928551440854
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,drift,SPEX-PRISM,1800.0,5.5,-0.6,,18533.34394225831,1.0477972293423052e-19,0.14357114525333162
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,dusty01,SPEX-PRISM,2100.0,6.0,-0.0,,40644.65862856647,5.535966043442351e-20,0.10435788064836353
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,madhusudhan11,SPEX-PRISM,1700.0,5.0,-0.0,,37611.47623309419,1.1636440503478983e-19,0.15129989217685344
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,morley12,SPEX-PRISM,1100.0,5.5,-0.0,,185417.47041663848,5.875357694821779e-19,0.33997399432778913
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,morley14,SPEX-PRISM,450.0,5.0,-0.0,,555879.7891784417,3.869941201115873e-17,2.7591843948153683
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,166184.46572748688,1.514955971174755e-19,0.17263488009265643
spex_prism_0428+2634_161012.fits,J0428+2634,161012, 04:28:06.39, 26:34:17.6,sonora18,SPEX-PRISM,2400.0,3.0,-0.0,,33544.380069176594,2.7885610802152813e-20,0.07406595427063786
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,btcond,SPEX-PRISM,2900.0,0.0,0.3,0.0,32090.521550488476,1.9922304949420587e-20,0.06260345955939728
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,btnextgen,SPEX-PRISM,3000.0,0.5,0.5,0.0,32098.90231568433,1.549670157236084e-20,0.05521386851643353
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,btsettl08,SPEX-PRISM,1700.0,5.0,0.5,0.0,24070.092321013006,1.9993399517735782e-19,0.1983224432131809
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,btsettl15,SPEX-PRISM,1700.0,5.5,-0.0,,22465.32322179334,1.4442367449685356e-19,0.1685573663780395
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,burrows06,SPEX-PRISM,1800.0,4.5,0.5,,68756.09646849694,9.97619974396701e-20,0.1400912820845644
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,cond01,SPEX-PRISM,3300.0,2.5,-0.0,,210746.3739883813,8.15878389573351e-21,0.04006279611424286
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,drift,SPEX-PRISM,1700.0,5.5,-0.6,,18661.658698241772,1.7187001954834853e-19,0.18387750618019014
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,dusty01,SPEX-PRISM,1900.0,6.0,-0.0,,36106.7710049585,9.422914446255478e-20,0.13615110357703664
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,madhusudhan11,SPEX-PRISM,1700.0,4.0,-0.0,,28313.47795479143,1.5023741243537522e-19,0.1719165112805771
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,morley12,SPEX-PRISM,800.0,5.5,-0.0,,319052.58193522657,3.9991524357886116e-18,0.8869773323018805
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,morley14,SPEX-PRISM,450.0,5.0,-0.0,,1034372.6073993015,3.891671775753366e-17,2.7669202652752123
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,349612.43521480187,1.6780606185531685e-19,0.18169056042984788
spex_prism_0429+2425_161012.fits,J0429+2425,161012, 04:29:03.32, 24:25:55.4,sonora18,SPEX-PRISM,2000.0,3.0,-0.0,,138857.06748092023,6.444072621152333e-20,0.11259231659851289
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,btcond,SPEX-PRISM,2600.0,0.0,0.5,0.0,1914.051325177857,2.8260635222035006e-20,0.074562335273127
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,btnextgen,SPEX-PRISM,2600.0,0.0,0.5,0.0,1884.9459442647844,2.8290392516007656e-20,0.07460158049090908
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,btsettl08,SPEX-PRISM,1700.0,5.0,-0.0,0.0,849.336928990004,1.2276848290611142e-19,0.15540750440703224
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,btsettl15,SPEX-PRISM,1800.0,5.0,-0.0,,823.9214435322679,1.0527891091225891e-19,0.14391273726031623
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,burrows06,SPEX-PRISM,1700.0,4.5,-0.0,,1166.826890973492,1.2443249729468842e-19,0.1564571628102723
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,cond01,SPEX-PRISM,1400.0,2.5,-0.0,,4908.9014316473,2.4273284163444686e-19,0.21852081516617225
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,drift,SPEX-PRISM,1700.0,4.0,-0.3,,966.2555760199656,1.5865896151012687e-19,0.17666920124683136
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,dusty01,SPEX-PRISM,1800.0,5.5,-0.0,,969.8967569339375,1.0430069133832982e-19,0.14324258024299008
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,madhusudhan11,SPEX-PRISM,1600.0,4.0,-0.0,,984.234370475213,1.8069893750864597e-19,0.18854123232208858
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,morley12,SPEX-PRISM,800.0,5.5,-0.0,,6364.933239892636,4.120877360003232e-18,0.9003749149812564
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,morley14,SPEX-PRISM,450.0,5.0,-0.0,,24134.40093969173,4.1824703267470725e-17,2.8684347560817707
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,7161.134983810258,1.805601962408459e-19,0.18846883711868784
spex_prism_2234-2309_161014.fits,J2234-2309,161014, 22:34:44.19,-23:09:11.8,sonora18,SPEX-PRISM,1600.0,3.0,-0.0,,2485.3928556857877,1.6076480369397762e-19,0.1778377803405309
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,btcond,SPEX-PRISM,2600.0,0.0,-4.0,0.4,417171.56767752947,2.0220803059958447e-20,0.06307071313685614
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,btnextgen,SPEX-PRISM,3100.0,4.0,0.5,0.0,518336.89532167115,8.443758973639371e-21,0.040756460050097275
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,btsettl08,SPEX-PRISM,2900.0,3.5,-0.0,0.0,558696.683203878,1.1225947333762321e-20,0.046993743496213256
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,btsettl15,SPEX-PRISM,3100.0,3.0,-0.0,,622158.484515303,8.200914680855767e-21,0.04016610217648307
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,burrows06,SPEX-PRISM,2600.0,5.0,-0.5,,806055.8632683253,1.6229245759195244e-20,0.05650380705769671
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,cond01,SPEX-PRISM,3200.0,2.5,-0.0,,782850.7544658543,6.944706868167986e-21,0.03696200329735574
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,drift,SPEX-PRISM,3000.0,3.5,0.3,,639306.8414210768,9.217719940934021e-21,0.04258339630737175
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,dusty01,SPEX-PRISM,2800.0,3.5,-0.0,,689442.426360236,1.2400106191076344e-20,0.04939025222804463
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,madhusudhan11,SPEX-PRISM,1700.0,4.0,0.5,,1888184.2917812862,8.9604363608715e-20,0.1327679109075044
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,3901495.579505165,2.476275158220933e-19,0.22071303985827875
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,morley14,SPEX-PRISM,450.0,5.0,-0.0,,7729193.31041552,4.064273483432517e-17,2.8276132218655885
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,3696897.8889130247,1.3875773184874745e-19,0.1652179152902181
spex_prism_2233-1331_160806.fits,J2233-1331,160806, 22:33:44.29,-13:31:14.2,sonora18,SPEX-PRISM,2400.0,3.23,-0.0,,1265664.4668201986,2.4232154213037526e-20,0.06904377902909127
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,btcond,SPEX-PRISM,4000.0,5.5,-3.5,0.4,35281.25390851208,5.418888597974833e-21,0.03265003515905948
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,btnextgen,SPEX-PRISM,4000.0,6.0,-0.5,0.2,63785.68175798324,4.555987857248759e-21,0.029937795730890823
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,btsettl08,SPEX-PRISM,3500.0,5.5,-2.5,0.4,70009.60419367501,7.448659948490647e-21,0.038279619820136127
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,btsettl15,SPEX-PRISM,4000.0,5.5,-0.0,,76939.6517277262,4.54512017213219e-21,0.029902068156409372
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,burrows06,SPEX-PRISM,2600.0,5.0,-0.5,,520132.1343076254,1.6579215741488104e-20,0.05710978607187811
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,cond01,SPEX-PRISM,4000.0,6.0,-0.0,,65790.71795512442,4.443843781905367e-21,0.02956704576869246
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,drift,SPEX-PRISM,3000.0,5.5,-0.6,,310592.46534400305,1.0997762513835425e-20,0.046513681045673896
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,dusty01,SPEX-PRISM,3000.0,5.0,-0.0,,258649.3579251545,1.122886229377638e-20,0.04699984436181585
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,madhusudhan11,SPEX-PRISM,1800.0,5.5,-0.0,,796473.0491697894,6.434877241530624e-20,0.11251195602846868
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,1119692.4287573078,2.249210623269631e-19,0.21035052723344477
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,morley14,SPEX-PRISM,450.0,5.0,-0.0,,1995298.0489520987,4.225944263710554e-17,2.883303932285146
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,saumon12,SPEX-PRISM,1500.0,5.5,-0.0,,1102011.1064276341,1.2004126393481952e-19,0.15367167379044835
spex_prism_0443+2618_171001.fits,J0443+2618,171001, 04:43:45.00, 26:18:01.8,sonora18,SPEX-PRISM,2400.0,4.5,-0.0,,658685.0403201592,2.281943699609115e-20,0.06700095677597354
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,btcond,SPEX-PRISM,3000.0,2.0,0.5,0.0,14110.096750898916,1.0295548361769948e-20,0.045004224591775076
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,btnextgen,SPEX-PRISM,3000.0,2.0,0.5,0.0,13256.959872933701,1.0303891416407827e-20,0.045022455610450436
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,btsettl08,SPEX-PRISM,2300.0,5.0,0.5,0.0,5523.528772876232,3.0618637167694544e-20,0.07761067668574674
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,btsettl15,SPEX-PRISM,2350.0,4.5,-0.0,,21682.176696565894,2.6621808076206033e-20,0.07236812423235693
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,burrows06,SPEX-PRISM,2000.0,4.5,-0.5,,14654.244700954257,5.2300843583712735e-20,0.1014338450970493
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,cond01,SPEX-PRISM,3300.0,2.5,-0.0,,56690.83131072755,7.031009302382813e-21,0.03719095908356238
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,drift,SPEX-PRISM,1800.0,5.5,-0.6,,15060.807479407658,9.595299404100338e-20,0.1373908489843383
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,dusty01,SPEX-PRISM,2100.0,6.0,-0.0,,34851.419958142564,5.0471758948263737e-20,0.09964436914821571
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,madhusudhan11,SPEX-PRISM,1700.0,5.0,-0.0,,50812.78315959512,1.0335285023993818e-19,0.1425902304338896
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,188479.99533961556,2.53369744949742e-19,0.22325742890946138
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,morley14,SPEX-PRISM,450.0,5.0,-0.0,,682658.4311668691,3.665801462264024e-17,2.6854249026158543
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,165114.77862065344,1.4153419081508812e-19,0.16686268401364507
spex_prism_0809-0332_170216.fits,J0809-0332,170216, 08:09:09.04,-03:32:46.3,sonora18,SPEX-PRISM,2300.0,3.0,-0.0,,23734.930347478537,3.053468980435414e-20,0.07750421075335562
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,btcond,SPEX-PRISM,2900.0,0.0,0.3,0.0,26590.65216453764,1.94466786283784e-20,0.061851645839116176
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,btnextgen,SPEX-PRISM,2900.0,0.5,0.5,0.0,26126.281059658562,1.6775186337979863e-20,0.05744632069581315
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,btsettl08,SPEX-PRISM,1800.0,5.0,-0.0,0.0,19861.46773292366,1.141278209585096e-19,0.14983880629857346
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,btsettl15,SPEX-PRISM,1750.0,5.5,-0.0,,19955.582057738815,1.2243509542192372e-19,0.15519635029936746
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,burrows06,SPEX-PRISM,1800.0,4.5,0.5,,55006.363028890366,9.794169987880517e-20,0.13880731722530268
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,cond01,SPEX-PRISM,3400.0,2.5,-0.0,,148143.51700713753,7.530194192080292e-21,0.03848855708402609
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,drift,SPEX-PRISM,1800.0,5.5,0.3,,17509.526235527694,1.2324203032626467e-19,0.15570693790698031
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,dusty01,SPEX-PRISM,1900.0,6.0,-0.0,,31186.528280050596,9.182103601039415e-20,0.13440011370748042
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,madhusudhan11,SPEX-PRISM,1700.0,4.0,-0.0,,19155.64471505799,1.4790944691862355e-19,0.1705793669806365
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,morley12,SPEX-PRISM,800.0,5.5,-0.0,,285867.79698502447,3.908879534168036e-18,0.8769093182640408
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,morley14,SPEX-PRISM,450.0,5.0,-0.0,,942930.7647902184,3.8775786225978396e-17,2.7619057110160274
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,307351.77844361035,1.6475351868873334e-19,0.18003041857018556
spex_prism_0426+2512_161012.fits,J0426+2512,161012, 04:26:56.91, 25:12:56.1,sonora18,SPEX-PRISM,2100.0,3.0,-0.0,,116570.94950467834,5.2139782867363753e-20,0.1012775416465556
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,btcond,SPEX-PRISM,2800.0,0.5,-0.0,0.0,22867.233137226423,1.5695425066085428e-20,0.055566761049104414
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,btnextgen,SPEX-PRISM,2800.0,0.5,-0.0,0.0,22800.55226246132,1.5697796546940652e-20,0.05557095878609534
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,btsettl08,SPEX-PRISM,1900.0,5.5,-0.0,0.0,13334.66023364116,7.400498093969982e-20,0.12065880434659665
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,btsettl15,SPEX-PRISM,1800.0,5.5,-0.0,,20041.566143265292,8.823098901178894e-20,0.13174650881872121
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,burrows06,SPEX-PRISM,1900.0,5.5,-0.0,,28633.04059978765,6.52911099772948e-20,0.1133327867467802
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,cond01,SPEX-PRISM,2300.0,6.0,-0.0,,126831.6521816194,2.5568601894722443e-20,0.07092217281893406
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,drift,SPEX-PRISM,1800.0,5.5,-0.6,,17525.692294530818,9.866809368368472e-20,0.1393211050908699
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,dusty01,SPEX-PRISM,2100.0,6.0,-0.0,,34921.474839152674,5.2438305585746606e-20,0.1015670566163413
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,madhusudhan11,SPEX-PRISM,1700.0,5.0,-0.0,,55844.75567822407,1.0806263632539141e-19,0.14580295337462446
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,163578.223968643,2.608367589593126e-19,0.2265233311139622
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,morley14,SPEX-PRISM,450.0,5.0,-0.0,,554601.3135355415,3.9238726440241793e-17,2.7783438506023397
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,143110.20992625272,1.4655583967042828e-19,0.16979703639419946
spex_prism_0421+2720_161013.fits,J0421+2720,161013, 04:21:50.20, 27:20:22.6,sonora18,SPEX-PRISM,2100.0,4.75,-0.0,,45750.74030696869,4.168472241407313e-20,0.09055595161637348
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,btcond,SPEX-PRISM,3000.0,0.5,0.3,0.0,5772.791523252468,1.4982766119867315e-20,0.05429058757956303
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,btnextgen,SPEX-PRISM,3000.0,0.0,-0.0,0.0,5780.719748478181,1.718047432164194e-20,0.05813612978663877
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,btsettl08,SPEX-PRISM,1800.0,5.0,-0.0,0.0,8633.940269942788,1.1070971974408118e-19,0.1475779310612191
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,btsettl15,SPEX-PRISM,1750.0,5.5,-0.0,,10060.79494996916,1.1842183155474142e-19,0.1526315901203807
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,burrows06,SPEX-PRISM,1800.0,4.5,-0.5,,16863.57348037123,9.680202708717435e-20,0.13799735671601338
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,cond01,SPEX-PRISM,3500.0,2.5,-0.0,,27835.962171243176,7.05141358316608e-21,0.03724488484155396
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,drift,SPEX-PRISM,1700.0,5.0,-0.6,,8913.051155913436,1.5646834812387491e-19,0.1754453211174454
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,dusty01,SPEX-PRISM,2000.0,6.0,-0.0,,13332.01465656233,7.378462232026795e-20,0.12047903246422681
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,madhusudhan11,SPEX-PRISM,1700.0,4.0,-0.0,,9398.6463962768,1.4284590912767594e-19,0.1676341302763671
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,morley12,SPEX-PRISM,900.0,5.5,-0.0,,86728.89346866473,1.867714547966001e-18,0.6061551406535121
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,morley14,SPEX-PRISM,450.0,5.0,-0.0,,259846.913109582,3.972351755353162e-17,2.7954542638858006
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,85274.73206078538,1.6521501697878506e-19,0.18028238778445893
spex_prism_0422+2347_161013.fits,J0422+2347,161013, 04:22:27.52, 26:47:25.4,sonora18,SPEX-PRISM,2300.0,3.0,-0.0,,27736.163201903833,3.626200911543015e-20,0.08446066047160607
spex_prism_1829-0156_170903.fits,J1829-0156,170903, 18:29:53.02,-01:56:32.6,btcond,SPEX-PRISM,2800.0,0.0,0.5,0.0,19299.82426179457,9.584495450931235e-20,0.13731347868529814
spex_prism_1829-0156_170903.fits,J1829-0156,170903, 18:29:53.02,-01:56:32.6,btnextgen,SPEX-PRISM,2800.0,0.0,0.5,0.0,19232.977239630847,9.595870273351962e-20,0.13739493593573482
spex_prism_1829-0156_170903.fits,J1829-0156,170903, 18:29:53.02,-01:56:32.6,btsettl08,SPEX-PRISM,1500.0,5.0,-0.5,0.2,1189.9455760760081,1.42106794153957e-18,0.5287324471540709
spex_prism_1829-0156_170903.fits,J1829-0156,170903, 18:29:53.02,-01:56:32.6,btsettl15,SPEX-PRISM,1600.0,3.5,-0.0,,1177.985573884323,1.3773485504630947e-18,0.5205356398792479
spex_prism_1829-0156_170903.fits,J1829-0156,170903, 18:29:53.02,-01:56:32.6,burrows06,SPEX-PRISM,1500.0,4.5,0.5,,12483.523309754957,9.76186169682115e-19,0.43822269671044956
spex_prism_1829-0156_170903.fits,J1829-0156,170903, 18:29:53.02,-01:56:32.6,cond01,SPEX-PRISM,1400.0,2.5,-0.0,,24640.18277035441,1.1016736510110914e-18,0.46553787843791333
spex_prism_1829-0156_170903.fits,J1829-0156,170903, 18:29:53.02,-01:56:32.6,drift,SPEX-PRISM,1500.0,3.0,-0.6,,952.9050762766439,1.7628775494742667e-18,0.5888973707882939
spex_prism_1829-0156_170903.fits,J1829-0156,170903, 18:29:53.02,-01:56:32.6,dusty01,SPEX-PRISM,1500.0,3.5,-0.0,,694.4817983282351,1.4042173035827692e-18,0.5255883158678104
