Files,Shortnames,Dates,RA,DEC,model,instrument,teff,logg,z,enrich,stat,scale,radius
spex_prism_0551+5356_160921.fits,J0551+5356,160921, 05:51:17.36, 53:56:02.4,drift,SPEX-PRISM,3000.0,5.5,-0.6,,7397.439840048419,1.217392964337926e-20,0.04893774296887717
spex_prism_0551+5356_160921.fits,J0551+5356,160921, 05:51:17.36, 53:56:02.4,dusty01,SPEX-PRISM,3000.0,5.0,-0.0,,6547.229439889125,1.2309308374656983e-20,0.04920909383756606
spex_prism_0551+5356_160921.fits,J0551+5356,160921, 05:51:17.36, 53:56:02.4,madhusudhan11,SPEX-PRISM,1700.0,4.0,0.5,,16634.07777332511,1.0462878796807216e-19,0.14346770102370338
spex_prism_0551+5356_160921.fits,J0551+5356,160921, 05:51:17.36, 53:56:02.4,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,23297.68450204433,2.423614546774832e-19,0.2183535801798287
spex_prism_0551+5356_160921.fits,J0551+5356,160921, 05:51:17.36, 53:56:02.4,morley14,SPEX-PRISM,400.0,5.0,-0.0,,33972.516416283346,1.0906355411121834e-16,4.631998018586295
spex_prism_0551+5356_160921.fits,J0551+5356,160921, 05:51:17.36, 53:56:02.4,saumon12,SPEX-PRISM,1500.0,5.5,-0.0,,22788.40050503934,1.273200394084339e-19,0.15826209996681753
spex_prism_0551+5356_160921.fits,J0551+5356,160921, 05:51:17.36, 53:56:02.4,sonora18,SPEX-PRISM,2400.0,4.5,-0.0,,14253.935911796663,2.5749396439814644e-20,0.07117247503030351
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,btcond,SPEX-PRISM,2600.0,2.5,0.5,0.0,6448.048151019677,1.8781395273951747e-20,0.06078444677330642
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,btnextgen,SPEX-PRISM,2600.0,2.5,0.5,0.0,6003.314891346098,1.8788560510466866e-20,0.060796040518052694
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,btsettl08,SPEX-PRISM,2400.0,5.0,0.5,0.0,3501.9423474957043,2.2886630726387324e-20,0.06709952921072494
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,btsettl15,SPEX-PRISM,2400.0,3.5,-0.0,,6805.651556000386,2.425141890387392e-20,0.0690712186613661
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,burrows06,SPEX-PRISM,2000.0,4.5,-0.5,,11166.28788898952,4.987945210062581e-20,0.09905795980694926
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,cond01,SPEX-PRISM,3200.0,2.5,-0.0,,23418.3019702296,7.83149474059457e-21,0.039251013231150114
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,drift,SPEX-PRISM,2400.0,3.0,-0.6,,9900.683274926516,2.4046890420933458e-20,0.06877933999697934
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,dusty01,SPEX-PRISM,2300.0,3.5,-0.0,,12797.90613264612,2.791510550571468e-20,0.07410511382202227
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,madhusudhan11,SPEX-PRISM,1700.0,5.0,-0.0,,44473.74770886976,9.69892854642359e-20,0.13813076650514336
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,119587.99961011995,2.424237462428159e-19,0.21838163891645482
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,morley14,SPEX-PRISM,450.0,5.0,-0.0,,456099.2702512088,3.677721416284255e-17,2.689787408654355
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,101720.83390111019,1.3510984363792676e-19,0.16303169264419917
spex_prism_1526-1411_170210.fits,J1526-1411,170210, 15:26:54.55,-14:11:42.3,sonora18,SPEX-PRISM,2400.0,3.0,-0.0,,8041.192927526705,2.5252400243704613e-20,0.07048226856012065
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,btcond,SPEX-PRISM,3900.0,5.5,-2.0,0.4,4991.502346047309,5.095625911425189e-21,0.03166119558064886
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,btnextgen,SPEX-PRISM,4000.0,6.0,-0.5,0.2,3689.282670801882,4.553051082423647e-21,0.02992814527302392
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,btsettl08,SPEX-PRISM,3500.0,5.0,-2.5,0.4,5817.100190834174,7.361685794738696e-21,0.03805547793023198
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,btsettl15,SPEX-PRISM,4000.0,5.5,-0.0,,4338.643692032863,4.569213774472164e-21,0.02998121857081489
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,burrows06,SPEX-PRISM,2600.0,5.0,-0.5,,102975.52062364726,1.758854886022419e-20,0.05882250924221285
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,cond01,SPEX-PRISM,4000.0,6.0,-0.0,,3707.6483784107622,4.445167809620799e-21,0.02957145013959802
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,drift,SPEX-PRISM,3000.0,5.5,-0.6,,46194.23583889394,1.1541353684386855e-20,0.04764934300896192
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,dusty01,SPEX-PRISM,3000.0,5.0,-0.0,,36889.79259726917,1.1672627699872735e-20,0.047919564094335086
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,madhusudhan11,SPEX-PRISM,1700.0,4.0,0.5,,191026.7731929874,9.590784823141374e-20,0.13735852403750676
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,278449.5170970352,2.346957820221597e-19,0.2148726718357938
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,morley14,SPEX-PRISM,450.0,5.0,-0.0,,507694.2253028267,3.881728056450319e-17,2.763383086699799
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,saumon12,SPEX-PRISM,1500.0,5.0,-0.0,,274884.3322746687,1.2654314288537675e-19,0.15777850990147185
spex_prism_0404+0105_160928.fits,J0404+0105,160928, 04:04:15.56, 01:05:17.1,sonora18,SPEX-PRISM,2400.0,3.49,-0.0,,132996.90989331473,2.4995350430953914e-20,0.0701226236288791
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,btcond,SPEX-PRISM,3000.0,2.0,0.3,0.0,215761.3836348541,1.0923589772051434e-20,0.04635656344885758
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,btnextgen,SPEX-PRISM,3000.0,0.5,-0.5,0.2,198750.35431292423,1.3017930319342963e-20,0.050605708921615776
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,btsettl08,SPEX-PRISM,2300.0,5.0,0.5,0.0,68831.9503058074,3.2436911356572e-20,0.07988188211879178
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,btsettl15,SPEX-PRISM,1800.0,5.5,-0.0,,360711.6241680934,8.589641978076158e-20,0.12999183461375446
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,burrows06,SPEX-PRISM,2000.0,4.5,-0.5,,254065.42360785644,5.501346805194569e-20,0.10403106720760115
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,cond01,SPEX-PRISM,3300.0,2.5,-0.0,,589474.3783975036,7.696606164851284e-21,0.038911518031869055
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,drift,SPEX-PRISM,1800.0,5.5,-0.6,,261401.82859733564,1.0013717630504417e-19,0.14035445827823048
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,dusty01,SPEX-PRISM,2100.0,6.0,-0.0,,478217.39859128307,5.1977235635090176e-20,0.10111955062986341
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,madhusudhan11,SPEX-PRISM,1700.0,5.0,-0.0,,584148.1664164852,1.0697459048275037e-19,0.14506707625045387
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,morley12,SPEX-PRISM,1100.0,5.5,-0.0,,3003860.3327066908,5.755875267393854e-19,0.3364993493831538
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,morley14,SPEX-PRISM,450.0,5.0,-0.0,,10609750.903768348,4.0187319542030846e-17,2.8117264213800106
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,2625439.0943793235,1.4893545950424741e-19,0.17116997872684608
spex_prism_1628-2453_170210.fits,J1628-2453,170210, 16:28:03.32,-24:53:20.5,sonora18,SPEX-PRISM,2400.0,3.0,-0.0,,348854.3701163163,2.81140476138935e-20,0.07436870684768575
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,btcond,SPEX-PRISM,3400.0,5.5,0.5,0.0,36896.143722464214,7.157849612060837e-21,0.037524924457574924
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,btnextgen,SPEX-PRISM,3400.0,5.5,0.5,0.0,14421.85701170294,7.157275788242524e-21,0.03752342029583838
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,btsettl08,SPEX-PRISM,3400.0,5.5,0.5,0.0,9286.249940819926,7.061135418490215e-21,0.03727055089526259
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,btsettl15,SPEX-PRISM,3300.0,5.0,-0.0,,15729.591295877446,7.929309920794672e-21,0.0394953746854614
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,burrows06,SPEX-PRISM,2600.0,5.0,-0.5,,860568.3918232792,1.6963789144818047e-20,0.057768351522450766
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,cond01,SPEX-PRISM,3300.0,4.5,-0.0,,28649.423988547765,8.101685196416081e-21,0.03992236158795769
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,drift,SPEX-PRISM,3000.0,4.0,-0.6,,142280.31954377628,1.1066847597571071e-20,0.04665954575660548
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,dusty01,SPEX-PRISM,3000.0,5.0,-0.0,,95551.51081302942,1.1274304304864956e-20,0.047094850024373955
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,madhusudhan11,SPEX-PRISM,1700.0,4.0,-0.0,,2746010.4895103513,8.773191062564872e-20,0.13137336849171294
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,4048215.3640596783,2.3733779704067807e-19,0.21607871841078521
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,morley14,SPEX-PRISM,450.0,5.0,-0.0,,11486203.958883349,3.9768386233612195e-17,2.797032585144416
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,4004955.0277151456,1.2849800731592646e-19,0.15899253663113594
spex_prism_0204-1350.160908.fits,J0204-1350,160908, 02:04:39.99,-13:50:27.9,sonora18,SPEX-PRISM,2400.0,3.0,-0.0,,1134802.832566001,2.4186065235959426e-20,0.0689780879712845
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,btcond,SPEX-PRISM,2800.0,0.0,-0.5,0.2,7970.547706763127,1.702369322648399e-20,0.05787026007420891
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,btnextgen,SPEX-PRISM,2800.0,0.0,-0.5,0.2,7651.530957291852,1.704100222145198e-20,0.05789967265644504
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,btsettl08,SPEX-PRISM,1900.0,5.5,-0.0,0.0,2968.382238572238,7.026026352654971e-20,0.11756645662542314
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,btsettl15,SPEX-PRISM,1850.0,5.5,-0.0,,2333.1202141445856,6.965227177748631e-20,0.11705667527716959
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,burrows06,SPEX-PRISM,2000.0,5.0,-0.0,,3387.240024197206,5.0670060547762653e-20,0.09983992669876457
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,cond01,SPEX-PRISM,2200.0,4.0,-0.0,,25732.247850350734,3.238970004158537e-20,0.07982372766118875
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,drift,SPEX-PRISM,2000.0,5.5,0.3,,4320.693001538044,5.497053916464833e-20,0.10399046978947059
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,dusty01,SPEX-PRISM,2100.0,5.5,-0.0,,5635.126544873135,4.5865307885172184e-20,0.09498842756893333
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,madhusudhan11,SPEX-PRISM,1700.0,5.0,-0.0,,12000.370882679377,1.0136857205366367e-19,0.1412147970622537
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,morley12,SPEX-PRISM,1100.0,5.5,-0.0,,48815.84563558581,5.788964765782023e-19,0.3374652005610752
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,morley14,SPEX-PRISM,450.0,5.0,-0.0,,231496.90330751365,4.2691219129192507e-17,2.897996258312603
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,39035.15282826154,1.499418873112967e-19,0.17174734350647997
spex_prism_2249-1627_161014.fits,J2249-1627,161014, 22:49:31.27,-16:27:57.6,sonora18,SPEX-PRISM,2000.0,4.75,-0.0,,11101.275021853937,4.920337262930797e-20,0.09838434033742209
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,btcond,SPEX-PRISM,2600.0,0.0,0.5,0.0,2706.8985150319786,2.518347724875439e-20,0.07038601695167751
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,btnextgen,SPEX-PRISM,2600.0,0.0,0.5,0.0,2644.069520785275,2.5208063638492554e-20,0.0704203671698164
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,btsettl08,SPEX-PRISM,1800.0,5.5,-0.0,0.0,1434.475955620527,9.554799710381796e-20,0.13710059378189068
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,btsettl15,SPEX-PRISM,1800.0,5.5,-0.0,,1611.437772736182,9.67125919260666e-20,0.137933594271347
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,burrows06,SPEX-PRISM,1600.0,4.5,-0.5,,1556.138067352871,1.4648566986288273e-19,0.16975638277066724
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,cond01,SPEX-PRISM,3300.0,2.5,-0.0,,7617.625551757965,7.68511741770478e-21,0.03888246551618846
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,drift,SPEX-PRISM,1800.0,5.0,0.3,,2042.6982986570572,9.655309501276921e-20,0.13781980836155472
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,dusty01,SPEX-PRISM,1900.0,5.5,-0.0,,1965.3355800478455,8.069708891055292e-20,0.125996208350407
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,madhusudhan11,SPEX-PRISM,1700.0,5.0,-0.0,,1987.1243432063202,1.2319807732426227e-19,0.15567916979233665
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,morley12,SPEX-PRISM,800.0,5.5,-0.0,,7749.850277603466,3.7349442490986506e-18,0.8571771859601688
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,morley14,SPEX-PRISM,450.0,5.0,-0.0,,36643.34473503554,3.913963616350369e-17,2.774833531649624
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,8380.203300140249,1.607364001577324e-19,0.17782206967236
spex_prism_0106-2314_160921.fits,J0106-2314,160921, 01:06:30.92,-23:14:19.8,sonora18,SPEX-PRISM,1600.0,3.23,-0.0,,3818.7431545418153,1.4565791481225798e-19,0.1692760771794892
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,btcond,SPEX-PRISM,2600.0,3.0,-0.0,0.0,9022.185193693873,1.9409894577895963e-20,0.06179312091031152
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,btnextgen,SPEX-PRISM,2600.0,3.0,-0.0,0.0,7565.902872658227,1.941447500697515e-20,0.06180041158132881
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,btsettl08,SPEX-PRISM,2400.0,5.0,0.5,0.0,6587.9162035386125,2.3189277931305147e-20,0.06754172601463959
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,btsettl15,SPEX-PRISM,2600.0,4.0,-0.0,,16410.70401923572,1.832073808157955e-20,0.060034379307418125
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,burrows06,SPEX-PRISM,2000.0,5.0,-0.5,,29366.400197074356,5.04860583375524e-20,0.09965848350393045
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,cond01,SPEX-PRISM,3200.0,2.5,-0.0,,30031.992752613234,8.033795164820341e-21,0.03975474014832148
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,drift,SPEX-PRISM,3000.0,3.0,0.3,,15860.656447031506,1.0199476815942567e-20,0.04479375697298425
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,dusty01,SPEX-PRISM,2500.0,4.0,-0.0,,31481.590904945748,2.1404394818838578e-20,0.06489033533554192
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,madhusudhan11,SPEX-PRISM,1700.0,5.0,-0.0,,117196.65189432708,9.432839476913984e-20,0.13622278778071695
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,316390.5421912834,2.461854821065961e-19,0.22006945152471022
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,morley14,SPEX-PRISM,450.0,5.0,-0.0,,1228500.590023085,3.912199249170403e-17,2.774208030551241
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,281594.9266261911,1.352255105734233e-19,0.16310146306790407
spex_prism_1639-2252_170210.fits,J1639-2252,170210, 16:39:07.24,-22:52:52.3,sonora18,SPEX-PRISM,2400.0,3.0,-0.0,,18667.625532422353,2.572022953308475e-20,0.07113215429641855
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,btcond,SPEX-PRISM,3100.0,5.0,-1.0,0.4,5411.788405191227,9.784197573880497e-21,0.043872375357885664
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,btnextgen,SPEX-PRISM,3200.0,4.5,-0.5,0.2,6459.811332814776,8.785247195375741e-21,0.04157244188308839
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,btsettl08,SPEX-PRISM,3100.0,4.5,-1.0,0.4,4246.976037131368,9.81682367984333e-21,0.04394546226553168
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,btsettl15,SPEX-PRISM,3300.0,5.0,-0.0,,8128.861186478398,7.659928311572406e-21,0.038818691707725436
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,burrows06,SPEX-PRISM,2600.0,5.0,-0.5,,83697.81652363193,1.6533360448577834e-20,0.057030753405407475
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,cond01,SPEX-PRISM,3200.0,4.5,-0.0,,6006.212915754526,8.826091074036292e-21,0.041668967955174656
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,drift,SPEX-PRISM,3000.0,3.5,-0.6,,18716.543261873972,1.0877485259156554e-20,0.046258632881636993
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,dusty01,SPEX-PRISM,3000.0,4.5,-0.0,,8293.942462295676,1.0986813027908676e-20,0.04649052052894051
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,madhusudhan11,SPEX-PRISM,1700.0,4.0,0.5,,243747.7372318114,9.720009254652195e-20,0.13828079925526654
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,396752.70383212104,2.235099891915378e-19,0.20968965764615966
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,morley14,SPEX-PRISM,450.0,5.0,-0.0,,1002579.9845781539,3.7466620286234587e-17,2.7148810198530287
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,saumon12,SPEX-PRISM,1500.0,5.0,-0.0,,404098.1782584841,1.181410016281563e-19,0.1524505045895467
spex_prism_2356-0306_160911.fits,J2356-0306,160911, 23:56:42.82,-03:06:25.0,sonora18,SPEX-PRISM,2400.0,3.23,-0.0,,105289.8054819751,2.4606079105530008e-20,0.06957444486795819
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,btcond,SPEX-PRISM,3000.0,4.5,-0.0,0.0,52382.96881830069,1.11485603898064e-20,0.046831485859744726
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,btnextgen,SPEX-PRISM,3100.0,5.5,0.5,0.0,28626.672102818593,9.634440573351416e-21,0.04353532521053483
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,btsettl08,SPEX-PRISM,3000.0,4.5,-0.0,0.0,18637.82196031726,1.0965843069751484e-20,0.04644613232011922
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,btsettl15,SPEX-PRISM,3000.0,5.0,-0.0,,37861.50514268312,1.0544974762239692e-20,0.04554611246462023
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,burrows06,SPEX-PRISM,2600.0,5.0,-0.5,,665374.5383671192,1.7531329986597522e-20,0.05872675092887354
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,cond01,SPEX-PRISM,2900.0,4.0,-0.0,,111946.96268424625,1.256752092086046e-20,0.049722545093099965
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,drift,SPEX-PRISM,3000.0,4.0,-0.3,,85157.96648568174,1.0788033728800586e-20,0.046068035163895966
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,dusty01,SPEX-PRISM,2900.0,4.0,-0.0,,63468.18628943863,1.3048816633489219e-20,0.05066570685433105
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,madhusudhan11,SPEX-PRISM,1700.0,4.0,0.5,,1587707.877227021,1.0154975162697984e-19,0.14134093978094403
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,morley12,SPEX-PRISM,1300.0,5.5,-0.0,,3968991.3597091045,2.388414068250386e-19,0.21676210116712846
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,morley14,SPEX-PRISM,450.0,5.0,-0.0,,8641410.26842449,3.9805644476860655e-17,2.7983425216674287
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,saumon12,SPEX-PRISM,1500.0,4.5,-0.0,,3867878.7093878416,1.3332851408942761e-19,0.1619533968283785
spex_prism_0058+2430_161031.fits,J0058+2430,161031, 00:58:45.49, 24:31:00.0,sonora18,SPEX-PRISM,2400.0,3.23,-0.0,,977325.3785246452,2.6297005762807954e-20,0.07192530175987553
spex_prism_1617-2229_170213.fits,J1617-2229,170213, 16:17:18.30,-22:29:52.3,btcond,SPEX-PRISM,3000.0,3.5,-0.0,0.0,56044.708385419,1.131413468101449e-20,0.04717796609644676
spex_prism_1617-2229_170213.fits,J1617-2229,170213, 16:17:18.30,-22:29:52.3,btnextgen,SPEX-PRISM,2900.0,4.0,-0.0,0.0,23731.635212656594,1.2746622481649082e-20,0.05007559330325556
spex_prism_1617-2229_170213.fits,J1617-2229,170213, 16:17:18.30,-22:29:52.3,btsettl08,SPEX-PRISM,3000.0,3.5,-0.0,0.0,31206.217316011236,1.1333541074044401e-20,0.04721840939666654
spex_prism_1617-2229_170213.fits,J1617-2229,170213, 16:17:18.30,-22:29:52.3,btsettl15,SPEX-PRISM,2900.0,4.5,-0.0,,73511.33888529915,1.2433378344857368e-20,0.049456470177035985
spex_prism_1617-2229_170213.fits,J1617-2229,170213, 16:17:18.30,-22:29:52.3,burrows06,SPEX-PRISM,2600.0,5.0,-0.5,,758379.251988829,1.7395611871619505e-20,0.058498993840550545
spex_prism_1617-2229_170213.fits,J1617-2229,170213, 16:17:18.30,-22:29:52.3,cond01,SPEX-PRISM,3200.0,3.5,-0.0,,229914.38971366594,8.668851604273919e-21,0.04129612732092313
spex_prism_1617-2229_170213.fits,J1617-2229,170213, 16:17:18.30,-22:29:52.3,drift,SPEX-PRISM,2900.0,3.5,-0.6,,98368.66846663147,1.274671141320965e-20,0.05007576798846718
spex_prism_1617-2229_170213.fits,J1617-2229,170213, 16:17:18.30,-22:29:52.3,dusty01,SPEX-PRISM,2800.0,4.0,-0.0,,159671.5364382901,1.489310263788679e-20,0.054127894394405525
